ZIP CODE,HUD Area Code,HUD Metro Fair Market Rent Area Name,SAFMR 0BR,SAFMR 0BR - 90% Payment Standard,SAFMR 0BR - 110% Payment Standard,SAFMR 1BR,SAFMR 1BR - 90% Payment Standard,SAFMR 1BR - 110% Payment Standard,SAFMR 2BR,SAFMR 2BR - 90% Payment Standard,SAFMR 2BR - 110% Payment Standard,SAFMR 3BR,SAFMR 3BR - 90% Payment Standard,SAFMR 3BR - 110% Payment Standard,SAFMR 4BR,SAFMR 4BR - 90% Payment Standard,SAFMR 4BR - 110% Payment Standard
"76437","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"76443","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"76464","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"76469","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79501","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79503","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79504","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79508","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79510","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79519","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79520","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79521","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79525","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79530","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79533","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79536","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79541","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79553","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79560","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79561","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79562","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79563","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79566","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79567","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79601","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79602","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79603","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79604","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79605","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79606","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79607","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79608","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"79699","METRO10180M10180","Abilene, TX MSA","","","","","","","","","","","","","","",""
"00601","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00602","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00603","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00604","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00605","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00610","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00611","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00612","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00631","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00641","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00650","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00662","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00664","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00669","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00670","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00676","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00677","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00678","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00680","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00685","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"00690","METRO10380M10380","Aguadilla-Isabela, PR MSA","","","","","","","","","","","","","","",""
"44056","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44067","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44087","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44141","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44201","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44202","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44203","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44210","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44211","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44216","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44221","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44222","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44223","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44224","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44230","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44231","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44232","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44234","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44236","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44240","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44241","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44242","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44243","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44250","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44255","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44256","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44260","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44262","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44264","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44265","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44266","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44272","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44278","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44281","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44285","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44286","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44288","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44301","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44302","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44303","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44304","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44305","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44306","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44307","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44308","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44309","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44310","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44311","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44312","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44313","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44314","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44316","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44319","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44320","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44321","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44325","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44333","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44334","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44411","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44412","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44429","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44444","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44449","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44470","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44491","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44601","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44614","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44632","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44645","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44685","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"44720","METRO10420M10420","Akron, OH MSA","","","","","","","","","","","","","","",""
"31701","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31702","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31703","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31704","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31705","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31706","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31707","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31708","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31712","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31714","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31721","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31743","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31744","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31763","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31764","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31768","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31771","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31772","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31775","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31781","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31782","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31787","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31789","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31791","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31795","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"31796","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"39826","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"39842","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"39862","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"39877","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"39885","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"39886","METRO10500M10500","Albany, GA MSA","","","","","","","","","","","","","","",""
"97321","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97322","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97327","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97329","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97333","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97335","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97336","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97345","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97346","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97348","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97350","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97352","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97355","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97358","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97360","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97374","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97377","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97383","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97386","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97389","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97413","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97446","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"97759","METRO10540M10540","Albany, OR MSA","","","","","","","","","","","","","","",""
"12007","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12008","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12009","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12010","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12018","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12019","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12020","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12022","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12023","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12024","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12025","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12027","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12028","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12031","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12033","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12035","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12036","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12040","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12041","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12043","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12045","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12046","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12047","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12052","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12053","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12054","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12055","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12056","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12057","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12059","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12061","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12062","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12063","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12064","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12065","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12066","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12067","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12071","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12073","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12074","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12076","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12077","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12082","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12083","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12084","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12085","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12086","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12087","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12089","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12090","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12092","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12093","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12094","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12107","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12110","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12118","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12120","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12121","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12122","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12123","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12128","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12131","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12133","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12134","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12137","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12138","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12140","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12141","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12143","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12144","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12147","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12148","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12149","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12150","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12151","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12153","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12154","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12156","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12157","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12158","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12159","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12160","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12161","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12166","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12167","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12168","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12169","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12170","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12175","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12180","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12181","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12182","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12183","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12184","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12185","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12186","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12187","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12188","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12189","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12193","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12194","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12196","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12198","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12201","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12202","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12203","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12204","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12205","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12206","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12207","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12208","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12209","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12210","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12211","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12212","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12220","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12222","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12223","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12226","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12227","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12236","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12237","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12247","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12260","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12288","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12301","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12302","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12303","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12304","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12305","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12306","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
"12307","METRO10580M10580","Albany-Schenectady-Troy, NY MSA","","","","","","","","","","","","","","",""
