ZIP CODE,HUD Area Code,HUD Metro Fair Market Rent Area Name,SAFMR 0BR,SAFMR 0BR - 90% Payment Standard,SAFMR 0BR - 110% Payment Standard,SAFMR 1BR,SAFMR 1BR - 90% Payment Standard,SAFMR 1BR - 110% Payment Standard,SAFMR 2BR,SAFMR 2BR - 90% Payment Standard,SAFMR 2BR - 110% Payment Standard,SAFMR 3BR,SAFMR 3BR - 90% Payment Standard,SAFMR 3BR - 110% Payment Standard,SAFMR 4BR,SAFMR 4BR - 90% Payment Standard,SAFMR 4BR - 110% Payment Standard
"64105","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64106","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64108","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64109","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64110","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64111","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64112","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64113","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64114","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64116","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
"64117","METRO28140M28140","Kansas City, MO-KS HUD Metro FMR Area","","","","","","","","","","","","","","",""
